fonte_tabela,laboratorio,pagina_pdf,bloco_visual,familia,produto,design,material,indice_refracao,tratamento,treatment_group,treatment_application,transitions,transitions_cores,blue_uv,esferico_min,esferico_max,cilindrico_max,adicao_min,adicao_max,preco_tipo,preco_par_brl,nota_disponibilidade
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Network UHD,Multifocal Digital,Stylis,1.67,Crizal Rock,Crizal Rock,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3819.00,Network UHD nao disponivel em Stylis 1.74; Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Network UHD,Multifocal Digital,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3469.00,Network UHD nao disponivel em Stylis 1.74; Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Network UHD,Multifocal Digital,Stylis,1.67,Optifog,Optifog,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3709.00,Network UHD nao disponivel em Stylis 1.74; Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Network UHD,Multifocal Digital,Stylis,1.67,No Reflex,No Reflex,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3319.00,Network UHD nao disponivel em Stylis 1.74; Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Network UHD,Multifocal Digital,Stylis,1.67,Trio Easy Clean,Trio Easy Clean,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3269.00,Network UHD nao disponivel em Stylis 1.74; Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,904.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,904.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,782.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,620.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,745.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,551.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,545.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,439.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,969.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,969.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,847.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,685.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,810.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,616.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,610.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,504.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1256.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1256.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1134.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,972.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1097.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,903.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,897.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,791.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1287.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1287.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1165.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1003.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1128.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,934.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,928.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,822.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,986.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,986.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,864.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,702.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Optifog,Optifog,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,827.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,No Reflex,No Reflex,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,633.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,627.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Verniz HC,Verniz HC,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,521.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Prevencia,Crizal Prevencia,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1339.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1339.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Rock,Crizal Rock,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1217.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1055.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Optifog,Optifog,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1180.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,No Reflex,No Reflex,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,986.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Trio Easy Clean,Trio Easy Clean,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,980.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Verniz HC,Verniz HC,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,874.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Prevencia,Crizal Prevencia,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1369.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1369.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Rock,Crizal Rock,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1247.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1085.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Optifog,Optifog,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1210.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,No Reflex,No Reflex,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1016.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Trio Easy Clean,Trio Easy Clean,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1010.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Verniz HC,Verniz HC,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,904.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1436.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1436.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Rock,Crizal Rock,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1314.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1152.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Optifog,Optifog,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1277.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,No Reflex,No Reflex,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1083.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1077.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Prevencia,Crizal Prevencia,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1787.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1787.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Rock,Crizal Rock,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1665.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1503.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Optifog,Optifog,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1628.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,No Reflex,No Reflex,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1434.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Trio Easy Clean,Trio Easy Clean,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,1428.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.74,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-18.00,+13.00,-6.00,1.00,3.50,absoluto,1754.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.74,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C,sim,-18.00,+13.00,-6.00,1.00,3.50,absoluto,2137.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,855.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,855.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,733.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,571.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,696.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,502.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,496.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,390.00,
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,923.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,923.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,801.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,639.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,764.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,570.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,564.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,458.00,+Blue UV
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1207.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1207.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1085.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,923.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1048.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,854.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,848.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,742.00,Transitions Gen S
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1238.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1238.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1116.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,954.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1079.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,885.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,879.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,773.00,Transitions Extractive
PVO,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Airwear Polypower,Poly,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,937.00,
